IDENTIFIANT_TAXON_HARMONIE;CODE_PERMANENT_REFTAX;CODE_MNEMONIQUE_REFTAX;APHIA_ID_WORMS;NOM_VALIDE;EST_REFERENT;CODE_LIEN_REFERENT_SYNONYME;NUMERO_D_ORDRE_SYSTEMATIQUE;NIVEAU_SYSTEMATIQUE;IDENTIFIANT_TAXON_PERE;IDENTIFIANT_AUTEUR_DATE;AUTEUR_DATE
15910;453;FMCORBU;248;Corbulidae;OUI;453;106600000;Famille;35500;4085;Lamarck, 1818
19024;3579;CORU;137841;Corbula;OUI;3579;106700000;Genre;15910;1468;Bruguière, 1797
15911;454;CORUGIB;139410;Corbula gibba;OUI;454;106800000;Espèce;19024;5;(Olivi, 1792)
23213;454;CORUGIB;;Aloidis gibba;NON;454;106800000;Espèce;19024;3170;(Olivi)
23829;454;CORUGIB;;Tellina gibba;NON;454;106800000;Espèce;19024;4319;Olivi, 1792
35498;10857;UFPHOLA;14625;Pholadoidea;OUI;10857;107500900;Super-famille;38076;86;Lamarck, 1809
15812;356;FMPHOLA;252;Pholadidae;OUI;356;107600000;Famille;35498;86;Lamarck, 1809
35661;11000;SFPHOLA;246144;Pholadinae;OUI;11000;107650000;Sous-famille;15812;86;Lamarck, 1809
15813;357;PHOL;138343;Pholas;OUI;357;107700000;Genre;35661;1;Linnaeus, 1758
18644;3198;PHOLDAC;140770;Pholas dactylus;OUI;3198;107800000;Espèce;15813;1;Linnaeus, 1758
19617;4174;BARN;138341;Barnea;OUI;4174;107900000;Genre;35661;145;Risso, 1826
19095;3650;BARNCAN;140767;Barnea candida;OUI;3650;108000000;Espèce;19617;62;(Linnaeus, 1758)
20187;4744;BARNPAR;140768;Barnea parva;OUI;4744;108000100;Espèce;19617;225;(Pennant, 1777)
21571;6252;ZIRF;138344;Zirfaea;OUI;6252;108000200;Genre;35661;1165;Gray, 1842
21570;6251;ZIRFCRI;140771;Zirfaea crispata;OUI;6251;108000300;Espèce;21571;62;(Linnaeus, 1758)
35499;6677;FMXYLOP;23147;Xylophaginae;NON;6677;108000310;Sous-famille;35498;5642;Purchon, 1941
21284;6677;FMXYLOP;489105;Xylophagidae;OUI;6677;108000310;Famille;35498;5642;Purchon, 1941
21928;6675;XYLO;138667;Xylophaga;OUI;6675;108000350;Genre;21284;1573;Turton, 1822
21927;6674;XYLODOR;141976;Xylophaga dorsalis;OUI;6674;108000400;Espèce;21928;2575;(Turton, 1819)
21575;6256;FMTERED;253;Teredinidae;OUI;6256;108000501;Famille;35498;140;Rafinesque, 1815
38753;14007;STTERED;527818;Teredininae;OUI;14007;108000550;Sous-famille;21575;140;Rafinesque, 1815
21576;6257;TERE;138539;Teredo;OUI;6257;108000600;Genre;38753;1;Linnaeus, 1758
21577;6258;TERENAV;141607;Teredo navalis;OUI;6258;108000650;Espèce;21576;1;Linnaeus, 1758
38079;13333;ORADAPE;869601;Adapedonta;OUI;13333;108001000;Ordre;38073;7102;Cossmann & Peyrot, 1909
37202;12470;UFSOLEN;14635;Solenoidea;OUI;12470;108002000;Super-famille;38079;86;Lamarck, 1809
15857;401;FMSOLEN;233;Solenidae;OUI;401;108002050;Famille;37202;86;Lamarck, 1809
17634;2180;SOLN;138515;Solen;OUI;2180;108002070;Genre;15857;1;Linnaeus, 1758
23183;402;SOLNMAR;;Solen vagina;NON;402;108002100;Espèce;17634;;
15858;402;SOLNMAR;141546;Solen marginatus;OUI;402;108002100;Espèce;17634;221;Pulteney, 1799
15859;403;FMPHARI;23091;Pharidae;OUI;403;108002200;Famille;37202;3277;Adams H. & Adams A., 1856
19366;3922;CULT;138335;Phaxas;OUI;3922;108002250;Genre;15859;1580;Leach in Gray, 1852
15865;409;CULTPEL;140737;Phaxas pellucidus;OUI;409;108002260;Espèce;19366;225;(Pennant, 1777)
23185;409;CULTPEL;146864;Cultellus pellucidus;NON;409;108002260;Espèce;19366;;
19356;3912;PHAR;138334;Pharus;OUI;3912;108002300;Genre;15859;1575;Leach in Brown, 1844
23875;404;PHARLEG;;Solen legumen;NON;404;108002360;Espèce;19356;1;Linnaeus, 1758
15860;404;PHARLEG;140736;Pharus legumen;OUI;404;108002360;Espèce;19356;62;(Linnaeus, 1758)
15861;405;ENSI;138333;Ensis;OUI;405;108002400;Genre;15859;223;Schumacher, 1817
23433;2216;ENSIDIR;152965;Solen ensis americana;NON;2216;108002450;Espèce;15861;3848;Gould & Binney, 1870
17670;2216;ENSIDIR;140732;Ensis directus;OUI;2216;108002450;Espèce;15861;967;(Conrad, 1843)
23432;2216;ENSIDIR;152837;Solen directus;NON;2216;108002450;Espèce;15861;3544;Conrad, 1843
15863;407;ENSIENS;140733;Ensis ensis;OUI;407;108002470;Espèce;15861;62;(Linnaeus, 1758)
23843;407;ENSIENS;;Solen ensis;NON;407;108002470;Espèce;15861;1;Linnaeus, 1758
36335;406;ENSIMAG;160539;Ensis magnus;OUI;406;108002480;Espèce;15861;223;Schumacher, 1817
15862;406;ENSIMAG;140731;Ensis arcuatus;NON;406;108002480;Espèce;15861;224;(Jeffreys, 1865)
23184;11749;ENSIMIN;140734;Ensis minor;OUI;11749;108002490;Espèce;15861;6245;(Chenu, 1843)
23844;408;ENSISIL;;Solen siliqua;NON;408;108002500;Espèce;15861;1;Linnaeus, 1758
15864;408;ENSISIL;140735;Ensis siliqua;OUI;408;108002500;Espèce;15861;62;(Linnaeus, 1758)
37204;12472;UFHIATE;14624;Hiatelloidea;OUI;12472;108003000;Super-famille;38079;6519;Gray J.E., 1824
19098;3653;FMHIATE;251;Hiatellidae;OUI;3653;108003100;Famille;37204;199;Gray, 1824
19099;3654;HIAT;138068;Hiatella;OUI;3654;108003150;Genre;19098;1497;Bosc, 1801
19100;3655;HIATARC;140103;Hiatella arctica;OUI;3655;108003160;Espèce;19099;42;(Linnaeus, 1767)
19101;3656;HIATRUG;140104;Hiatella rugosa;OUI;3656;108003200;Espèce;19099;42;(Linnaeus, 1767)
29711;3656;HIATRUG;162732;Saxicava rugosa;NON;3656;108003200;Espèce;19099;225;(Pennant, 1777)
21566;6247;PANO;138069;Panomya;OUI;6247;108003400;Genre;19098;2376;Gray, 1857
30494;12473;PANOAMP;;Panopaea norvegica;NON;12473;108003450;Espèce;21566;6520;Middendorf, 1849
37205;12473;PANOAMP;423634;Panomya ampla;OUI;12473;108003450;Espèce;21566;6521;Dall, 1898
21567;6248;PANONOR;140105;Panomya norvegica;OUI;6248;108003500;Espèce;21566;1504;(Spengler, 1793)
37203;12471;UFGASTR;14623;Gastrochaenoidea;OUI;12471;108004000;Super-famille;38073;593;Gray, 1840
19096;3651;FMGASTR;250;Gastrochaenidae;OUI;3651;108004050;Famille;37203;593;Gray, 1840
19618;4175;GASR;138032;Gastrochaena;OUI;4175;108004100;Genre;19096;1652;Spengler, 1783
36312;11655;ROCE;248258;Rocellaria;OUI;11655;108004200;Genre;19096;102;Blainville, 1828
19097;3652;ROCEDUB;140021;Gastrochaena dubia;NON;3652;108004300;Espèce;36312;225;(Pennant, 1777)
36717;3652;ROCEDUB;505249;Rocellaria dubia;OUI;3652;108004300;Espèce;36312;225;(Pennant, 1777)
21292;6682;ORANOMA;254;Anomalodesmata;OUI;6682;108005000;Ordre;35491;2571;Dall, 1889
21289;6682;ORANOMA;394138;Pholadomyoida;NON;6682;108005000;Ordre;35491;2296;Newell, 1965
35492;10851;UFTHRAC;382318;Thracioidea;OUI;10851;108006000;Super-famille;21292;5622;Stoliczka, 1870 (1839)
19102;3657;FMTHRAC;256;Thraciidae;OUI;3657;108100000;Famille;35492;5622;Stoliczka, 1870 (1839)
19103;3658;THRA;138549;Thracia;OUI;3658;108200000;Genre;19102;198;Blainville, 1824
38051;13305;THRACON;141644;Thracia convexa;OUI;13305;108205000;Espèce;19103;7090;(Wood W., 1815)
29589;10621;THRADIS;;Anatina truncata;NON;10621;108210000;Espèce;19103;1573;Turton, 1822
35269;10621;THRADIS;141647;Thracia distorta;OUI;10621;108210000;Espèce;19103;232;(Montagu, 1803)
29590;3660;THRAPHA;152378;Thracia phaseolina;OUI;3660;108240000;Espèce;19103;1052;(Lamarck, 1818)
29585;3660;THRAPHA;;Tellina papyracea;NON;3660;108240000;Espèce;19103;1323;Poli, 1791
29586;3660;THRAPHA;;Mya declivis;NON;3660;108240000;Espèce;19103;4370;Pennant, 1812 non Pennant, 1777
29587;3660;THRAPHA;;Thracia mitella;NON;3660;108240000;Espèce;19103;3624;Gregorio, 1884
29588;3660;THRAPHA;;Amphidesma phaseolinum;NON;3660;108240000;Espèce;19103;1052;(Lamarck, 1818)
19105;3660;THRAPHA;141649;Thracia papyracea;NON;3660;108240000;Espèce;19103;1492;(Poli, 1791)
21538;7263;THRAPUB;141650;Thracia pubescens;OUI;7263;108250000;Espèce;19103;1501;(Pulteney, 1799)
19104;3659;THRAVIL;141651;Thracia villosiuscula;OUI;3659;108270000;Espèce;19103;1500;(MacGillivray, 1827)
19106;3661;FMPERIP;1786;Periplomatidae;OUI;3661;108500000;Famille;35492;1476;Dall, 1895
19628;4185;COCH;138328;Cochlodesma;OUI;4185;108600000;Genre;19106;1658;Couthouy, 1839
19107;3662;COCHPRA;181373;Cochlodesma praetenue;OUI;3662;108700000;Espèce;19628;1501;(Pulteney, 1799)
35493;10852;UFPANDO;382316;Pandoroidea;OUI;10852;108706000;Super-famille;21292;140;Rafinesque, 1815
15912;455;FMPANDO;1787;Pandoridae;OUI;455;108800000;Famille;35493;140;Rafinesque, 1815
19362;3918;PAND;138310;Pandora;OUI;3918;108900000;Genre;15912;1468;Bruguière, 1797
15913;456;PANDINA;140674;Pandora inaequivalvis;OUI;456;109000000;Espèce;19362;62;(Linnaeus, 1758)
23214;456;PANDINA;152817;Pandora albida;NON;456;109000000;Espèce;19362;191;(Röding, 1798)
35449;10808;PANDPIN;140675;Pandora pinna;OUI;10808;109050000;Espèce;19362;232;(Montagu, 1803)
18468;3018;FMLYONS;10527;Lyonsiidae;OUI;3018;109100000;Famille;35493;6498;Fischer P., 1887
19363;3919;LYON;138154;Lyonsia;OUI;3919;109200000;Genre;18468;1573;Turton, 1822
28351;3019;LYONNOR;541388;Mya striata;NON;3019;109300000;Espèce;19363;2635;Montagu, 1815
28352;3019;LYONNOR;;Lyonsia norwegica var. major;NON;3019;109300000;Espèce;19363;3455;Bucquoy, Dautzenberg & Dollfus, 1889
28353;3019;LYONNOR;537510;Anatina elongata;NON;3019;109300000;Espèce;19363;3898;Hanley, 1842
28354;3019;LYONNOR;543909;Tellina coruscans;NON;3019;109300000;Espèce;19363;4524;Scacchi, 1833
28355;3019;LYONNOR;;Amphidesma corbuloides;NON;3019;109300000;Espèce;19363;1052;(Lamarck, 1818)
28350;3019;LYONNOR;;Anatina truncata;NON;3019;109300000;Espèce;19363;1052;(Lamarck, 1818)
28349;3019;LYONNOR;141948;Lyonsiella compressa;NON;3019;109300000;Espèce;19363;3291;Allen & Turner, 1974
28347;3019;LYONNOR;541366;Mya norwegica;NON;3019;109300000;Espèce;19363;141;Gmelin, 1791
28348;3019;LYONNOR;542290;Pandora aequivalvis;NON;3019;109300000;Espèce;19363;4397;Philippi, 1836
18469;3019;LYONNOR;140291;Lyonsia norwegica;OUI;3019;109300000;Espèce;19363;166;(Gmelin, 1791)
35495;10854;UFPOROM;382317;Poromyoidea;OUI;10854;109306000;Super-famille;21292;238;Dall, 1886
19108;3663;FMPOROM;13727;Poromyidae;OUI;3663;109400000;Famille;35495;238;Dall, 1886
19620;4177;PORM;138373;Poromya;OUI;4177;109500000;Genre;19108;1653;Forbes, 1844
19109;3664;PORMGRA;140843;Poromya granulata;OUI;3664;109600000;Espèce;19620;1502;(Nyst & Westendorp, 1839)
35494;10853;UFCUSPI;382315;Cuspidarioidea;OUI;10853;109606000;Super-famille;21292;238;Dall, 1886
15914;457;FMCUSPI;1788;Cuspidariidae;OUI;457;109700000;Famille;35494;238;Dall, 1886
19110;3665;CUSP;137858;Cuspidaria;OUI;3665;109800000;Genre;15914;1503;Nardo, 1840
15915;458;CUSPCUS;139442;Cuspidaria cuspidata;OUI;458;109900000;Espèce;19110;5;(Olivi, 1792)
23833;458;CUSPCUS;406455;Tellina cuspidata;NON;458;109900000;Espèce;19110;4319;Olivi, 1792
19111;3666;CUSPROS;139453;Cuspidaria rostrata;OUI;3666;110000000;Espèce;19110;1504;(Spengler, 1793)
15916;459;CARM;137857;Cardiomya;OUI;459;110100000;Genre;15914;239;Adams A., 1864
19112;3667;CARMCOS;139433;Cardiomya costellata;OUI;3667;110200000;Espèce;15916;1505;(Deshayes, 1835)
29712;3667;CARMCOS;152371;Cuspidaria costellata;NON;3667;110200000;Espèce;15916;6680;(Deshayes, 1833)
35501;10859;ORUNEUH;382297;[unassigned] Euheterodonta;OUI;10859;110260000;Ordre;35491;;
15917;460;CLSCAPH;104;Scaphopoda;OUI;460;110400000;Classe;15681;240;Bronn, 1862
35828;11187;ORGADIL;432;Gadilida;OUI;11187;110500000;Ordre;15917;5947;Starobogatov, 1974
35830;11189;SOENTAL;382320;Entalimorpha;OUI;11189;110510000;Sous-ordre;35828;;
35831;11190;FMENTAL;13695;Entalinidae;OUI;11190;110511000;Famille;35830;5948;Chistikov, 1979
35832;11191;ENTA;137933;Entalina;OUI;11191;110520000;Genre;35831;5949;Monterosato, 1872
35833;11192;ENTATET;139691;Entalina tetragona;OUI;11192;110520400;Espèce;35832;1478;(Brocchi, 1814)
38271;13525;SOGADIL;382321;Gadilimorpha;OUI;13525;110521000;Sous-ordre;35828;;
38272;13526;FMGADIL;435;Gadilidae;OUI;13526;110521500;Famille;38271;7179;Steiner, 1992
35829;11188;ORDENTI;200;Dentaliida;OUI;11188;110530000;Ordre;15917;5947;Starobogatov, 1974
36606;11939;FMDENTA;202;Dentaliidae;OUI;11939;110540000;Famille;35829;5822;Children, 1834
19840;4397;ANTA;150531;Antalis;OUI;4397;110550000;Genre;36606;2633;Adams H. & Adams A., 1854
35834;11193;ANTAAGI;196374;Antalis agilis;OUI;11193;110560000;Espèce;19840;5950;(Sars M.  in Sars G.O., 1872)
15918;462;ANTAENT;150534;Antalis entalis;OUI;462;110800000;Espèce;19840;62;(Linnaeus, 1758)
22590;462;ANTAENT;153956;Antalis entale;NON;462;110800000;Espèce;19840;1;Linnaeus, 1758
23215;462;ANTAENT;139528;Dentalium entalis;NON;462;110800000;Espèce;19840;1;Linnaeus, 1758
29713;462;ANTAENT;139528;Dentalium entale;NON;462;110800000;Espèce;19840;;
35446;10805;ANTAINA;196376;Antalis inaequicostata;OUI;10805;110900001;Espèce;19840;5583;(Dautzenberg, 1891)
17862;2410;ANTANOV;196381;Antalis novemcostata;OUI;2410;111000000;Espèce;19840;1052;(Lamarck, 1818)
23679;2410;ANTANOV;;Dentalium novemcostatum;NON;2410;111000000;Espèce;19840;1052;(Lamarck, 1818)
19113;3668;ANTAPAN;196378;Antalis panorma;OUI;3668;111105000;Espèce;19840;6245;(Chenu, 1843)
30580;3668;ANTAPAN;139532;Dentalium panormum;NON;3668;111105000;Espèce;19840;3506;Chenu, 1843
23680;463;ANTAVUL;139534;Dentalium vulgare;NON;463;111106000;Espèce;19840;3590;da Costa, 1778
15919;463;ANTAVUL;196380;Antalis vulgaris;OUI;463;111106000;Espèce;19840;146;(da Costa, 1778)
30579;461;DENA;137886;Dentalium;OUI;461;111107000;Genre;36606;1;Linnaeus, 1758
15920;464;CLCEPHA;11707;Cephalopoda;OUI;464;111109000;Classe;15681;6928;Cuvier, 1795
22105;7110;SCCOLEO;11709;Coleoidea;OUI;7110;111110000;Sous-classe;15920;2637;Bather, 1888
36423;11764;UODECAP;325342;Decapodiformes;OUI;11764;111111000;Super-ordre;22105;6259;Young, Vecchione & Donovan, 1998
36425;11765;ORSEPII;157033;Sepiolida;NON;11765;111150000;Ordre;36423;6260;Zittel, 1895
36424;11765;ORSEPII;11713;Sepiida;OUI;11765;111150000;Ordre;36423;6260;Zittel, 1895
15921;465;FMSEPII;11723;Sepiidae;OUI;465;111200000;Famille;36424;245;Leach, 1817
15922;466;SEPI;138477;Sepia;OUI;466;111300000;Genre;15921;1;Linnaeus, 1758
15923;467;SEPIOFF;141444;Sepia officinalis;OUI;467;111400000;Espèce;15922;1;Linnaeus, 1758
15924;468;SEPIELE;141443;Sepia elegans;OUI;468;111500000;Espèce;15922;3388;Blainville, 1827
15925;469;SEPIORB;141445;Sepia orbignyana;OUI;469;111600000;Espèce;15922;3619;Férussac, 1826
23217;469;SEPIORB;;Sepia rubens;NON;469;111600000;Espèce;15922;220;Philippi, 1844
23216;469;SEPIORB;;Acanthosepion enoplon;NON;469;111600000;Espèce;15922;4483;Rochebrune, 1884
21877;6624;SEPIELO;342129;Sepia elobyana;OUI;6624;111600100;Espèce;15922;2552;Adam, 1941
21880;6627;SEPIBER;141442;Sepia bertheloti;OUI;6627;111600200;Espèce;15922;2848;d'Orbigny, 1835
21902;6649;SEPL;153103;Sepiella;OUI;6649;111600600;Genre;15921;282;Gray, 1849
21903;6650;SEPLORN;225586;Sepiella ornata;OUI;6650;111600660;Espèce;21902;2564;(Rang, 1837)
15926;470;FMSEPIO;11725;Sepiolidae;OUI;470;111700000;Famille;36424;245;Leach, 1817
38495;13749;SFROSSI;877777;Rossiinae;OUI;13749;111725000;Sous-famille;15926;7265;Appellöf, 1898
30795;7490;AUSR;341410;Austrorossia;OUI;7490;111750000;Genre;38495;2800;Berry, 1918
19364;3920;ROSS;138481;Rossia;OUI;3920;111800000;Genre;38495;1579;Owen, 1834
23880;471;ROSSMAC;153074;Sepiola macrosoma;NON;471;111900000;Espèce;19364;3634;Delle Chiaje, 1828
15927;471;ROSSMAC;141449;Rossia macrosoma;OUI;471;111900000;Espèce;19364;246;(Delle Chiaje, 1828)
37942;13199;ROSSPAL;153083;Rossia palpebrosa;OUI;13199;111900700;Espèce;19364;1579;Owen, 1834
19472;4029;NEOR;138479;Neorossia;OUI;4029;112000000;Genre;38495;6569;von Boletzky, 1971
15928;472;NEORCAR;141447;Neorossia caroli;OUI;472;112100000;Espèce;19472;247;(Joubin, 1902)
23218;472;NEORCAR;;Rossia caroli;NON;472;112100000;Espèce;19472;6725;Joubin, 1902
38494;13748;SFHETET;877778;Heteroteuthidinae;OUI;13748;112150000;Sous-famille;15926;7265;Appellöf, 1898
19316;3872;HETI;138478;Heteroteuthis;OUI;3872;112200000;Genre;38494;282;Gray, 1849
38389;13643;HETT;877779;Heteroteuthis (Heteroteuthis);OUI;13643;112300001;Sous-genre;19316;282;Gray, 1849
23848;473;HETTDIS;;Sepiola dispar;NON;473;112305000;Espèce;38389;4498;Rüppell, 1845
38390;473;HETTDIS;877780;Heteroteuthis (Heteroteuthis) dispar;OUI;473;112305000;Espèce;38389;262;(Rüppell, 1844)
15929;473;HETTDIS;141446;Heteroteuthis dispar;NON;473;112305000;Espèce;38389;248;(Rüppell, 1845)
23219;473;HETTDIS;579011;Heteroteuthis atlantis;NON;473;112305000;Espèce;38389;1880;Voss, 1955
19435;3991;STOL;138484;Stoloteuthis;OUI;3991;112400000;Genre;38494;267;Verrill, 1881
15930;474;STOLLEU;141461;Stoloteuthis leucopterus;NON;474;112500000;Espèce;19435;249;(Verrill, 1878)
23889;474;STOLLEU;446270;Sepiola leucoptera;NON;474;112500000;Espèce;19435;4745;Verrill, 1878
28323;474;STOLLEU;157037;Stoloteuthis leucoptera;OUI;474;112500000;Espèce;19435;249;(Verrill, 1878)
38493;13747;SFSEPIO;877776;Sepiolinae;OUI;13747;112550000;Sous-famille;15926;7265;Appellöf, 1898
19540;4097;ROND;138480;Rondeletiola;OUI;4097;112600000;Genre;38493;4878;Naef, 1921
23879;475;RONDMIN;;Sepietta minor;NON;475;112700000;Espèce;19540;251;Naef, 1912
15931;475;RONDMIN;141448;Rondeletiola minor;OUI;475;112700000;Espèce;19540;250;(Naef, 1912)
15932;476;SEPO;138483;Sepiola;OUI;476;112800000;Genre;38493;245;Leach, 1817
15933;477;SEPOAFF;141453;Sepiola affinis;OUI;477;112900000;Espèce;15932;251;Naef, 1912
15934;478;SEPOATL;141454;Sepiola atlantica;OUI;478;113000000;Espèce;15932;3656;d'Orbigny, 1842
30711;7181;SEPOAUR;342204;Sepiola pfefferi;NON;7181;113020000;Espèce;15932;1954;Grimpe, 1921
21461;7181;SEPOAUR;141455;Sepiola aurantiaca;OUI;7181;113020000;Espèce;15932;2356;Jatta, 1896
15935;479;SEPOINT;141456;Sepiola intermedia;OUI;479;113100000;Espèce;15932;251;Naef, 1912
15936;480;SEPOLIG;141457;Sepiola ligulata;OUI;480;113200000;Espèce;15932;251;Naef, 1912
31060;7674;SEPOPFE;342204;Sepiola pfefferi;OUI;7674;113250000;Espèce;15932;1954;Grimpe, 1921
15937;481;SEPOROB;141458;Sepiola robusta;OUI;481;113300000;Espèce;15932;251;Naef, 1912
38391;482;SEPORON;141459;Sepiola rondeletii;OUI;482;113400001;Espèce;15932;245;Leach, 1817
15938;482;SEPORON;141459;Sepiola rondeleti;NON;482;113400001;Espèce;15932;245;Leach, 1817
31061;7670;SEPOSTE;141460;Sepiola steenstrupiana;OUI;7670;113400500;Espèce;15932;4110;Levy, 1912
21463;7182;SEPOTRI;494117;Sepiola tridens;OUI;7182;113401000;Espèce;15932;5374;de Heij & Goud, 2010
15940;483;SEPE;138482;Sepietta;OUI;483;113500000;Genre;38493;251;Naef, 1912
15941;484;SEPENEG;141450;Sepietta neglecta;OUI;484;113600000;Espèce;15940;254;Naef, 1916
15942;485;SEPEOBS;141451;Sepietta obscura;OUI;485;113700000;Espèce;15940;254;Naef, 1916
15943;486;SEPEOWE;141452;Sepietta oweniana;OUI;486;113800000;Espèce;15940;6595;(d'Orbigny, 1841)
23220;486;SEPEOWE;446236;Sepiola oweniana;NON;486;113800000;Espèce;15940;6713;d'Orbigny, 1841
22107;7112;ORMYOPS;11728;Myopsida;OUI;7112;113950000;Ordre;36423;;
15944;487;FMLOLIG;11734;Loliginidae;OUI;487;114000000;Famille;22107;1421;Lesueur, 1821
15945;488;LOLI;138139;Loligo;OUI;488;114100000;Genre;15944;257;Lamarck, 1798
23221;489;LOLIVUL;;Loligo vulgaris vulgaris;NON;489;114200000;Espèce;15945;257;Lamarck, 1798
15946;489;LOLIVUL;140271;Loligo vulgaris;OUI;489;114200000;Espèce;15945;257;Lamarck, 1798
15947;490;LOLIFOR;416668;Loligo forbesi;NON;490;114250000;Espèce;15945;258;Steenstrup, 1856
37312;490;LOLIFOR;140270;Loligo forbesii;OUI;490;114250000;Espèce;15945;271;Steenstrup, 1857
15948;491;ALLO;138138;Alloteuthis;OUI;491;114400000;Genre;15944;259;Wülker, 1920
28292;492;ALLOSUB;140269;Alloteuthis subulatus;NON;492;114500000;Espèce;15948;260;(Lamarck, 1798)
15949;492;ALLOSUB;153131;Alloteuthis subulata;OUI;492;114500000;Espèce;15948;260;(Lamarck, 1798)
23681;492;ALLOSUB;341892;Loligo subulatus;NON;492;114500000;Espèce;15948;;
23811;493;ALLOMED;;Sepia media;NON;493;114600000;Espèce;15948;1;Linnaeus, 1758
15950;493;ALLOMED;153134;Alloteuthis media;OUI;493;114600000;Espèce;15948;62;(Linnaeus, 1758)
21881;6628;ALLOAFR;225555;Alloteuthis africana;OUI;6628;114600100;Espèce;15948;6643;Adam, 1950
22106;7111;OROEGOP;11730;Oegopsida;OUI;7111;114650000;Ordre;36423;3657;d'Orbigny, 1845
37465;12725;FMANCIO;22986;Ancistrocheiridae;OUI;12725;114670000;Famille;22106;4396;Pfeffer, 1912
37466;12726;ANCC;137649;Ancistrocheirus;OUI;12726;114670500;Genre;37465;282;Gray, 1849
37467;12727;ANCCLES;138747;Ancistrocheirus lesueurii;OUI;12727;114672000;Espèce;37466;6787;(d'Orbigny, 1842)
15951;494;FMENOPL;11740;Enoploteuthidae;OUI;494;114700000;Famille;22106;6941;Pfeffer, 1900
19541;4098;ABRL;137930;Abralia;OUI;4098;114800000;Genre;15951;282;Gray, 1849
38392;13646;ABRS;878646;Abralia (Asteroteuthis);OUI;13646;114850000;Sous-genre;19541;261;Pfeffer, 1908
15952;495;ABRSVER;139688;Abralia veranyi;NON;495;114858000;Espèce;38392;262;(Rüppell, 1844)
38393;495;ABRSVER;878660;Abralia (Asteroteuthis) veranyi;OUI;495;114858000;Espèce;38392;1957;Rüppell, 1844
23222;495;ABRSVER;;Enoploion eustictum;NON;495;114858000;Espèce;38392;4396;Pfeffer, 1912
38394;13648;ABRP;878650;Abralia (Pygmabralia);OUI;13648;114900000;Sous-genre;19541;7233;Nesis, 1987
38395;4779;ABRPRED;878674;Abralia (Pygmabralia) redfieldi;OUI;4779;114900101;Espèce;38394;1880;Voss, 1955
20221;4779;ABRPRED;341837;Abralia redfieldi;NON;4779;114900101;Espèce;38394;1880;Voss, 1955
37364;12634;ABRO;137931;Abraliopsis;OUI;12634;114905000;Genre;15951;6746;Joubin, 1896
38396;13650;ABRB;878680;Abraliopsis (Abraliopsis);OUI;13650;114906000;Sous-genre;37364;6746;Joubin, 1896
37365;12635;ABRBMOR;;Abraliopsis morisii;NON;12635;114906700;Espèce;38396;272;(Vérany, 1839)
38397;12635;ABRBMOR;878692;Abraliopsis (Abraliopsis) morisii;OUI;12635;114906700;Espèce;38396;4740;Vérany, 1839
15953;496;FMONYCH;11742;Onychoteuthidae;OUI;496;115000000;Famille;22106;233;Gray, 1847
15954;497;ONYC;138291;Onychoteuthis;OUI;497;115100000;Genre;15953;264;Lichtenstein, 1818
28310;498;ONYCBAN;140649;Onychoteuthis banksi;NON;498;115200000;Espèce;15954;;
23223;498;ONYCBAN;550391;Loligo banksi;NON;498;115200000;Espèce;15954;;
15955;498;ONYCBAN;140649;Onychoteuthis banksii;OUI;498;115200000;Espèce;15954;265;(Leach, 1817)
19542;4099;ANCI;138289;Ancistroteuthis;OUI;4099;115300000;Genre;15953;282;Gray, 1849
15956;499;ANCILIC;140647;Ancistroteuthis lichtensteinii;OUI;499;115400000;Espèce;19542;3024;(Férussac [in Férussac & d'Orbigny], 1835)
23224;499;ANCILIC;;Onychoteuthis lichtensteini;NON;499;115400000;Espèce;19542;3024;(Férussac [in Férussac & d'Orbigny], 1835)
15957;500;FMHISTI;11749;Histioteuthidae;OUI;500;115500000;Famille;22106;267;Verrill, 1881
15958;501;HIST;138074;Histioteuthis;OUI;501;115600000;Genre;15957;6713;d'Orbigny, 1841
23032;502;HISTBON;;Cranchia bonnellii;NON;502;115700000;Espèce;15958;3739;Férussac, 1835
23031;502;HISTBON;;Cranchia bonelliana;NON;502;115700000;Espèce;15958;3739;Férussac, 1835
15959;502;HISTBON;140111;Histioteuthis bonnellii;OUI;502;115700000;Espèce;15958;1691;(Férussac, 1835)
23033;502;HISTBON;562165;Histiopsis atlantica;NON;502;115700000;Espèce;15958;3950;Hoyle, 1885
23037;502;HISTBON;;Histioteuthis ruppelli;NON;502;115700000;Espèce;15958;4743;Vérany, 1851
23036;502;HISTBON;562162;Histioteuthis collinsi;NON;502;115700000;Espèce;15958;2809;Verrill, 1879
23035;502;HISTBON;;Histioteuthis bonelliana;NON;502;115700000;Espèce;15958;6609;(Férussac, 1834)
23034;502;HISTBON;;Histioteuthis bonelli;NON;502;115700000;Espèce;15958;3270;Férussac, 1834
23040;503;HISTREV;562163;Calliteuthis reversa;NON;503;115800000;Espèce;15958;4746;Verrill, 1880
23039;503;HISTREV;;Calliteuthis meneghinii;NON;503;115800000;Espèce;15958;4396;Pfeffer, 1912
23038;503;HISTREV;181381;Histioteuthis reversa;OUI;503;115800000;Espèce;15958;269;(Verrill, 1880)
15960;503;HISTREV;140116;Histioteuthis reversus;NON;503;115800000;Espèce;15958;269;(Verrill, 1880)
15961;504;FMBRACH;11758;Brachioteuthidae;OUI;504;115900000;Famille;22106;261;Pfeffer, 1908
